0,1.0
1,2.0
2,2.5
3,2.6666666666666665
4,2.708333333333333
5,2.7166666666666663
6,2.7180555555555554
7,2.7182539682539684
8,2.71827876984127
9,2.7182815255731922
10,2.7182818011463845
11,2.718281826198493
12,2.7182818282861687
13,2.7182818284467594
14,2.71828182845823
15,2.718281828458995
16,2.718281828459043
17,2.7182818284590455
18,2.7182818284590455
19,2.7182818284590455
20,2.7182818284590455
21,2.7182818284590455
22,2.7182818284590455
23,2.7182818284590455
24,2.7182818284590455
25,2.7182818284590455
26,2.7182818284590455
27,2.7182818284590455
28,2.7182818284590455
29,2.7182818284590455
30,2.7182818284590455
31,2.7182818284590455
32,2.7182818284590455
33,2.7182818284590455
34,2.7182818284590455
35,2.7182818284590455
36,2.7182818284590455
37,2.7182818284590455
38,2.7182818284590455
39,2.7182818284590455
40,2.7182818284590455
41,2.7182818284590455
42,2.7182818284590455
43,2.7182818284590455
44,2.7182818284590455
45,2.7182818284590455
46,2.7182818284590455
47,2.7182818284590455
48,2.7182818284590455
49,2.7182818284590455
50,2.7182818284590455
51,2.7182818284590455
52,2.7182818284590455
53,2.7182818284590455
54,2.7182818284590455
55,2.7182818284590455
56,2.7182818284590455
57,2.7182818284590455
58,2.7182818284590455
59,2.7182818284590455
60,2.7182818284590455
61,2.7182818284590455
62,2.7182818284590455
63,2.7182818284590455
64,2.7182818284590455
65,2.7182818284590455
66,2.7182818284590455
67,2.7182818284590455
68,2.7182818284590455
69,2.7182818284590455
70,2.7182818284590455
71,2.7182818284590455
72,2.7182818284590455
73,2.7182818284590455
74,2.7182818284590455
75,2.7182818284590455
76,2.7182818284590455
77,2.7182818284590455
78,2.7182818284590455
79,2.7182818284590455
80,2.7182818284590455
81,2.7182818284590455
82,2.7182818284590455
83,2.7182818284590455
84,2.7182818284590455
85,2.7182818284590455
86,2.7182818284590455
87,2.7182818284590455
88,2.7182818284590455
89,2.7182818284590455
90,2.7182818284590455
91,2.7182818284590455
92,2.7182818284590455
93,2.7182818284590455
94,2.7182818284590455
95,2.7182818284590455
96,2.7182818284590455
97,2.7182818284590455
98,2.7182818284590455
99,2.7182818284590455
